VENDEDOR;Comuna;Calle;Numero;Nodo;Cuadrante;Fono;Cable;Inet;Prem;Rut;Nombre;Deuda $;Deuda $
JVALDC;Maipu;EL CONQUISTADOR 3193    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2855    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2866    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2870    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2874    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2878    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2882    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2886    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2885    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2889    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2893    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2897    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2890    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2894    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2898    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2902    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2901    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2906    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2910    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2914    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2918    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2922    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2926    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2930    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2934    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2938    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2942    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2810    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2814    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2830    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2826    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2822    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2818    ;522550;103;3;;;;;;;;
JVALDC;Maipu;LA VIOLATERA 3161    ;522550;103;3;;;;;;;;
JVALDC;Maipu;LA VIOLATERA 3165    ;522550;103;3;;;;;;;;
JVALDC;Maipu;LA VIOLATERA 3169    ;522550;103;3;;;;;;;;
JVALDC;Maipu;LA VIOLATERA 3173    ;522550;103;3;;;;;;;;
JVALDC;Maipu;LA VIOLATERA 3177    ;522550;103;3;;;;;;;;
JVALDC;Maipu;LA VIOLATERA 3181    ;522550;103;3;;;;;;;;
JVALDC;Maipu;LA VIOLATERA 3185    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 51    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 55    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 61    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 65    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 68    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 29    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 33    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 37    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 41    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 64    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 60    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 56    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 52    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 48    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 44    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 40    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 36    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 38    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 28    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 24    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 20    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 25    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 21    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 15    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CEDRON 11    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE LA PERGOLA 2839    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE LA PERGOLA 2843    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE LA PERGOLA 2847    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE LA PERGOLA 2851    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE LA PERGOLA 2863    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE LA PERGOLA 2855    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE LA PERGOLA 2857    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE LA PERGOLA 2861    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE LA PERGOLA 2865    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE LA PERGOLA 2869    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE LA PERGOLA 2873    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE LA PERGOLA 2877    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE LA PERGOLA 2881    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2839    ;522550;103;3;;;;;;;;
JVALDC;Maipu;LA GALAXIA 3188    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CONQUISTADOR 3225    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CONQUISTADOR 3209    ;522550;103;3;;;;;;;;
JVALDC;Maipu;LA GALAXIA 3184    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CONQUISTADOR 3217    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CONQUISTADOR 3161    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CONQUISTADOR 3165    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CONQUISTADOR 3169    ;522550;103;3;;;;;;;;
JVALDC;Maipu;LA GALAXIA 3180    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CONQUISTADOR 3213    ;522550;103;3;;;;;;;;
JVALDC;Maipu;LA GALAXIA 3160    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CONQUISTADOR 3265    ;522550;103;3;;;;;;;;
JVALDC;Maipu;LA GALAXIA 3168    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CONQUISTADOR 3185    ;522550;103;3;;;;;;;;
JVALDC;Maipu;LA GALAXIA 3176    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CONQUISTADOR 3249    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CONQUISTADOR 3177    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CONQUISTADOR 3261    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CONQUISTADOR 3245    ;522550;103;3;;;;;;;;
JVALDC;Maipu;EL CONQUISTADOR 3205    ;522550;103;3;;;;;;;;
JVALDC;Maipu;LA GALAXIA 3172    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2843    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2847    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2851    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2834    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2838    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2842    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2846    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2850    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2854    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2862    ;522550;103;3;;;;;;;;
JVALDC;Maipu;PJE ANITA GONZALEZ 2858    ;522550;103;3;;;;;;;;
